cupping_id,total_cup_points,grading_date,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects
0253,84,2013-06-21,7.67,7.83,7.67,7.75,7.67,7.75,10,10,10,7.67,0.11,0,0,1
0254,84,2013-03-08,7.67,7.83,7.5,7.75,7.92,7.67,10,10,10,7.67,0,0,0,2
0255,84,2012-06-21,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,0.12,0,0,0
0256,84,2012-05-31,7.67,7.75,7.67,7.75,7.83,7.67,10,10,10,7.67,0,0,0,0
0257,84,2012-02-13,7.92,7.75,7.58,7.67,7.67,7.83,10,10,10,7.58,0.1,10,0,26
0258,84,2011-08-16,7.58,7.75,7.58,7.75,7.58,7.75,10,10,10,8,0.06,0,0,0
0259,83.92,2017-10-20,7.5,7.75,7.58,7.5,7.58,7.5,10,10,10,8.5,0,0,0,3
0260,83.92,,7.83,7.83,7.58,7.92,7.42,7.5,10,10,10,7.83,0.11,0,0,5
0261,83.92,2016-10-18,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,0.1,0,0,1
0262,83.92,2016-08-16,7.58,7.67,7.67,7.75,7.58,7.83,10,10,10,7.83,0.11,0,2,7
0263,83.92,2016-05-18,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,0.11,0,0,3
0264,83.92,2016-02-11,7.75,7.67,7.5,7.75,7.83,7.75,10,10,10,7.67,0.11,1,0,2
0265,83.92,2016-01-21,7.75,7.58,7.5,7.83,7.75,7.92,10,10,10,7.58,0,1,3,5
0266,83.92,2015-11-07,7.75,7.75,7.58,7.75,7.75,7.67,10,10,10,7.67,0,0,0,0
0267,83.92,2015-08-18,7.92,7.67,7.5,7.83,7.58,7.67,10,10,10,7.75,0,0,0,0
0268,83.92,2015-03-12,7.83,7.75,7.58,7.58,7.75,7.75,10,10,10,7.67,0,1,0,1
0269,83.92,2014-12-12,7.75,7.58,7.67,7.83,7.83,7.67,10,10,10,7.58,0,0,0,1
0270,83.92,,8,7.92,7.92,7.92,7.67,7.33,10,10,10,7.17,0.06,0,0,0
0271,83.92,2014-01-17,7.67,7.83,7.67,7.75,7.67,7.83,10,10,10,7.5,0.12,0,0,3
0272,83.92,,7.67,7.75,7.58,7.67,7.75,7.83,10,10,10,7.67,0.12,10,0,32
0273,83.92,2012-06-06,7.5,7.67,7.58,7.83,7.75,7.75,10,10,10,7.83,0.11,0,0,2
0274,83.92,,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10,10,7.75,0,0,0,2
0275,83.83,2017-06-30,7.92,7.58,7.5,7.83,7.58,7.67,10,10,10,7.75,0,1,0,6
0276,83.83,2017-03-14,7.83,7.67,7.5,7.75,7.75,7.75,10,10,10,7.58,0,1,2,0
0277,83.83,2016-06-06,7.67,7.67,7.75,7.67,7.5,7.75,10,10,10,7.83,0,0,0,0
0278,83.83,,7.75,7.75,7.5,7.75,7.83,7.58,10,10,10,7.67,0.11,0,7,6
0279,83.83,,7.75,7.67,7.5,7.75,7.75,7.67,10,10,10,7.75,0,0,0,0
0280,83.83,2015-10-08,7.25,7.58,7.42,8,7.75,7.83,10,10,10,8,0,0,0,0
0281,83.83,2015-04-30,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,0,0,0,1
0282,83.83,2015-03-31,7.75,7.75,7.67,7.67,7.58,7.67,10,10,10,7.75,0.12,0,0,4
0283,83.83,2014-10-16,7.67,7.67,7.58,7.5,7.83,8.17,10,10,9.33,8.08,0,0,0,1
0284,83.83,2014-06-09,7.83,7.42,7.5,7.83,7.75,7.83,10,10,10,7.67,0.1,0,0,3
0285,83.83,,7.58,7.83,7.33,8,7.58,7.75,10,10,10,7.75,0.1,0,0,1
0286,83.83,2013-12-26,7.92,7.5,7.33,7.67,8.17,7.5,10,10,10,7.75,0.1,0,0,0
0287,83.83,2013-10-04,7.5,7.67,7.58,7.75,7.83,7.83,10,10,10,7.67,0.09,0,0,0
0288,83.83,,7.67,7.58,7.58,7.83,7.58,7.67,10,10,10,7.92,0.11,0,0,1
0289,83.83,2013-04-26,7.5,7.83,7.5,7.83,7.83,7.67,10,10,10,7.67,0.11,0,0,3
0290,83.83,2012-07-26,7.67,8,7.67,7.42,7.67,7.5,10,10,10,7.92,0.1,0,0,2
0291,83.83,2012-06-06,7.67,7.58,7.5,7.75,7.75,7.75,10,10,10,7.83,0.11,0,0,4
0292,83.83,2011-12-21,7.83,7.83,7.58,7.67,7.5,7.58,10,10,10,7.83,0.12,0,0,3
0293,83.83,2011-09-20,7.75,7.75,7.58,8,7.67,7.58,10,10,10,7.5,0.02,0,0,2
0294,83.83,2011-08-16,7.5,7.83,7.58,7.58,7.75,7.83,10,10,10,7.75,0.01,0,0,0
0295,83.83,2010-06-17,7.58,7.83,7.58,8,7.83,7.5,10,10,10,7.5,0.1,0,0,3
0296,83.75,2018-01-11,7.75,7.58,7.5,7.58,7.75,7.75,10,10,10,7.83,0.11,0,0,2
0297,83.75,2017-10-20,7.67,7.67,7.58,7.75,7.67,7.67,10,10,10,7.75,0.11,0,0,5
0298,83.75,2017-09-28,7.83,7.83,7.58,7.58,7.58,7.58,10,10,10,7.75,0.11,0,0,1
0299,83.75,2017-06-06,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,0,0,0,0
0300,83.75,2017-02-15,7.92,7.75,7.5,7.67,7.75,7.5,10,10,10,7.67,0,1,0,4
0301,83.75,2016-04-06,7.83,7.75,7.67,7.5,7.58,7.67,10,10,10,7.75,0.1,0,1,2
0302,83.75,2015-11-27,7.75,7.67,7.5,7.67,7.58,7.83,10,10,10,7.75,0,0,0,0
0303,83.75,2014-06-30,8,7.92,7.58,7.75,7.33,7.5,10,10,10,7.67,0.12,0,0,0
0304,83.75,2014-06-09,7.83,7.83,7.83,7.67,8,8.17,9.33,9.33,10,7.75,0.12,0,0,1
0305,83.75,2014-02-05,7.67,7.67,7.67,7.92,7.5,7.67,10,10,10,7.67,0,0,0,5
0306,83.75,2014-01-24,7.67,7.42,7.42,7.42,8,8.33,10,10,10,7.5,0,0,0,3
0307,83.75,,7.58,7.67,7.75,7.67,7.67,7.67,10,10,10,7.75,0,0,0,1
0308,83.75,2013-08-27,7.75,7.67,7.75,7.58,7.42,8,10,10,10,7.58,0.11,0,0,3
0309,83.75,,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,0,0,0,0
0310,83.75,2012-09-27,7.83,7.58,7.58,7.5,7.75,7.67,10,10,10,7.83,0.13,5,0,5
0311,83.75,2012-05-24,7.67,7.58,7.58,7.67,7.75,7.75,10,10,10,7.75,0.11,0,0,1
0312,83.75,2011-04-20,7.83,7.83,7.58,7.33,7.42,7.67,10,10,10,8.08,0.1,0,0,1
0313,83.75,2011-02-09,7.75,7.67,7.25,7.25,7.58,8.5,10,10,10,7.75,0.06,0,0,1
0314,83.75,2010-06-29,7.83,7.67,7.75,7.67,7.58,7.5,10,10,10,7.75,0,0,0,0
0315,83.67,2017-10-20,7.67,7.83,7.5,7.67,7.67,7.5,10,10,10,7.83,0.11,0,0,2
0316,83.67,2017-09-01,8.08,7.67,7.67,7.58,7.25,7.67,10,10,10,7.75,0.11,0,0,0
0317,83.67,2017-05-11,7.5,7.5,7.67,7.67,8,8,10,10,10,7.33,0.1,0,0,2
0318,83.67,2017-05-11,7.67,7.75,7.67,7.67,7.83,7.58,10,10,10,7.5,0.1,0,0,3
0319,83.67,2016-08-16,7.58,7.75,7.58,7.75,7.58,7.58,10,10,10,7.83,0.11,0,2,3
0320,83.67,2016-05-18,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,0.1,0,0,0
0321,83.67,2016-03-14,7.33,7.67,7.67,7.5,7.67,7.5,10,10,10,8.33,0.11,0,0,1
0322,83.67,2015-06-09,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,0.12,0,0,0
0323,83.67,2014-11-21,7.5,7.75,7.5,7.75,7.67,7.67,10,10,10,7.83,0.11,0,0,4
0324,83.67,2014-02-27,8,7.5,7.33,8,8,8,9.33,10,10,7.5,0.1,0,0,0
0325,83.67,2013-10-29,7.83,7.75,7.67,7.58,7.58,7.67,10,10,10,7.58,0,0,0,3
0326,83.67,2013-08-16,7.67,7.67,7.67,7.67,7.33,7.75,10,10,10,7.92,0,0,0,1
0327,83.67,2013-05-30,7.67,7.67,7.42,7.67,8,7.75,10,10,10,7.5,0.12,1,0,3
0328,83.67,2013-02-26,7.83,7.67,7.33,7.67,7.67,7.83,10,10,10,7.67,0.11,0,0,2
0329,83.67,,7.75,7.75,7.58,7.83,7.17,7.75,10,10,10,7.83,0.11,0,0,1
0330,83.67,,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8,0.11,0,0,1
0331,83.67,2012-07-09,7.67,8.17,7.5,7.42,7.58,7.83,10,10,10,7.5,0.11,0,0,13
0332,83.67,,7.67,7.5,7.5,7.33,7.83,8.25,10,10,10,7.58,0.12,4,0,11
0333,83.67,,8.17,7.67,7.58,7.58,7.42,7.67,10,10,10,7.58,0.12,0,0,0
0334,83.67,2012-04-30,7.67,7.5,7.33,8,7.67,7.67,10,10,10,7.83,0.1,0,0,0
0335,83.67,2011-04-21,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,0,0,0,0
0336,83.58,2017-10-20,7.58,7.67,7.58,7.58,7.67,7.58,10,10,10,7.92,0.11,0,0,5
0337,83.58,2016-07-05,7.75,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.11,0,1,0
0338,83.58,2016-04-15,7.75,7.75,7.58,7.58,7.67,7.58,10,10,10,7.67,0.11,0,0,4
0339,83.58,2016-04-06,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.1,0,1,4
0340,83.58,2015-11-19,7.67,7.75,7.58,7.67,7.75,7.58,10,10,10,7.58,0.12,0,0,3
0341,83.58,2015-05-12,7.75,7.75,7.58,7.58,7.5,7.67,10,10,10,7.75,0.12,1,0,13
0342,83.58,2015-03-25,7.75,7.67,7.58,7.67,7.5,7.67,10,10,10,7.75,0,0,0,7
0343,83.58,2014-06-27,7.67,7.67,7.42,7.75,7.75,7.67,10,10,10,7.67,0.12,0,0,5
0344,83.58,2014-06-24,7.67,7.58,7.67,7.67,7.67,7.67,10,10,10,7.67,0,0,0,0
0345,83.58,2014-03-13,7.67,7.58,7.67,7.58,7.67,7.75,10,10,10,7.67,0.12,0,0,1
0346,83.58,2014-03-21,7.75,7.58,7.5,7.58,7.75,7.83,10,10,10,7.58,0,0,0,0
0347,83.58,2013-12-26,7.75,7.75,7.75,7.75,7.5,7.58,10,10,10,7.5,0.11,0,0,0
0348,83.58,2012-08-31,7.67,7.67,7.58,7.67,7.75,7.58,10,10,10,7.67,0.11,0,0,3
0349,83.58,2012-06-06,7.83,7.67,7.58,7.58,7.67,7.58,10,10,10,7.67,0.12,0,0,2
0350,83.58,,7.67,7.58,7.58,7.58,7.67,7.75,10,10,10,7.75,0.11,0,0,4
0351,83.58,,7.83,7.75,7.5,7.75,7.5,7.58,10,10,10,7.67,0.12,0,0,2
0352,83.5,2017-02-20,7.75,7.58,7.58,7.75,7.75,7.5,10,10,10,7.58,0,0,0,5
0353,83.5,2017-02-13,7.58,7.58,7.17,7.17,7,7,10,10,10,10,0.11,0,0,0
0354,83.5,2016-06-06,7.92,7.42,7.5,7.67,7.5,7.67,10,10,10,7.83,0,0,0,0
0355,83.5,2016-04-07,7.75,7.58,7.58,7.5,7.75,7.75,10,10,10,7.58,0,0,0,0
0356,83.5,2016-03-16,7.67,7.75,7.5,7.83,7.58,7.58,10,10,10,7.58,0.1,0,2,5
0357,83.5,2015-11-19,7.58,7.58,7.58,7.58,7.75,7.67,10,10,10,7.75,0.12,0,0,4
0358,83.5,2015-11-16,7.75,7.67,7.58,7.67,7.67,7.58,10,10,10,7.58,0.13,0,0,21
0359,83.5,2015-09-14,7.25,7.67,7.58,7.92,7.83,7.58,10,10,10,7.67,0.13,0,0,8
0360,83.5,2015-03-31,7.67,7.75,7.5,7.58,7.75,7.67,10,10,10,7.58,0.1,1,0,18
0361,83.5,2015-03-12,7.67,7.42,7.67,7.83,7.58,7.67,10,10,10,7.67,0,1,0,0
0362,83.5,,8,7.58,7.25,7.58,7.92,7.58,10,10,10,7.58,0.11,0,0,0
0363,83.5,2014-12-18,7.58,7.75,7.5,7.83,7.42,7.67,10,10,10,7.75,0.1,0,0,0
0364,83.5,2014-08-11,7.75,7.58,7.33,7.5,7.83,7.83,10,10,10,7.67,0,2,0,0
0365,83.5,2014-04-08,7.67,7.5,7.67,7.5,7.67,7.67,10,10,10,7.83,0.1,0,0,3
0366,83.5,2013-04-26,7.58,7.75,7.42,7.67,7.75,7.67,10,10,10,7.67,0,1,0,1
0367,83.5,2013-05-24,7.58,7.67,7.58,7.75,7.58,7.75,10,10,10,7.58,0.11,0,NA,2
0368,83.5,2012-08-31,7.83,7.58,7.25,7.5,7.5,7.42,10,10,10,8.42,0.13,0,0,14
0369,83.5,2012-08-30,7.67,7.75,7.67,7.75,7.58,7.5,10,10,10,7.58,0.11,0,0,12
0370,83.5,2012-07-11,7.75,7.67,7.67,7.75,7.33,7.5,10,10,10,7.83,0.12,0,0,0
0371,83.5,2012-04-30,7.83,7.5,7.5,8,7.67,7.5,10,10,10,7.5,0.1,0,0,5
0372,83.5,2012-02-09,7.67,7.58,7.58,7.67,7.67,7.67,10,10,10,7.67,0.11,0,0,0
0373,83.5,2012-02-01,7.5,7.5,7.75,7.5,8,7.67,10,10,10,7.58,0,3,0,12
0374,83.5,2011-03-08,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,0.01,0,0,0
0375,83.5,2010-11-29,7.83,7.58,7.58,7.58,7.75,7.58,10,10,10,7.58,0,0,0,0
0376,83.42,2017-11-09,7.5,7.58,7.58,7.5,7.75,7.83,10,10,10,7.67,0,0,2,1
0377,83.42,,7.67,7.75,7.5,7.58,7.58,7.67,10,10,10,7.67,0.1,0,0,3
0378,83.42,2017-05-10,7.67,7.67,7.5,7.67,7.67,7.58,10,10,10,7.67,0.11,0,0,2
0379,83.42,2017-02-17,7.58,7.5,7.42,7.92,7.5,7.67,10,10,10,7.83,0.09,0,0,4
0380,83.42,2017-02-13,7.67,7.67,7,7.08,7,7,10,10,10,10,0.11,0,0,0
0381,83.42,2016-07-21,7.58,7.75,7.33,7.75,7.67,7.58,10,10,10,7.75,0.11,0,0,1
0382,83.42,2016-06-27,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,0.13,0,0,0
0383,83.42,2016-04-25,7.58,7.5,7.75,7.58,7.75,7.67,10,10,10,7.58,0.11,0,0,0
0384,83.42,2015-04-29,7.58,7.67,7.58,7.67,7.58,7.67,10,10,10,7.67,0.12,4,0,0
0385,83.42,2015-01-15,7.33,7.83,7.75,7.5,7.42,7.83,10,10,10,7.75,0.12,0,0,6
0386,83.42,2014-12-12,7.75,7.67,7.58,7.67,7.58,7.58,10,10,10,7.58,0.13,0,0,4
0387,83.42,2014-10-15,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10,10,7.58,0.12,0,0,1
0388,83.42,2014-08-21,7.75,7.83,7.33,7.83,7.5,7.67,10,10,10,7.5,0.1,0,0,1
0389,83.42,2014-02-18,7.67,7.75,7.5,7.83,7.58,7.5,10,10,10,7.58,0.1,0,0,2
0390,83.42,2013-07-16,7.67,7.5,7.75,7.42,7.75,7.75,10,10,10,7.58,0.11,0,0,0
0391,83.42,2013-01-24,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,0,0,0,2
0392,83.42,2012-06-26,7.5,7.75,7.58,7.5,7.67,7.75,10,10,10,7.67,0.11,0,0,2
0393,83.42,2011-02-01,7.58,7.58,7.58,7.67,7.75,7.67,10,10,10,7.58,0.1,1,0,3
0394,83.42,2010-12-27,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,0.01,0,0,0
0395,83.42,2010-04-13,7.58,7.25,7.5,7.92,7.92,7.42,10,10,10,7.83,0.11,0,0,0
0396,83.38,2010-05-26,7.25,7.88,7.38,7.63,7.5,8.75,9,10,10,8,0.09,2,0,4
0397,83.33,2016-11-08,7.75,7.5,7.75,7.58,7.58,7.58,10,10,10,7.58,0,0,1,0
0398,83.33,2016-06-15,7.67,7.58,7.58,7.42,7.67,7.75,10,10,10,7.67,0,0,0,0
0399,83.33,2016-05-05,7.83,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0,1,0,2
0400,83.33,2015-10-12,7.5,7.83,7.33,7.58,7.58,7.92,10,10,10,7.58,0.1,1,0,5
0401,83.33,2015-07-14,7.75,7.75,7.5,7.67,7.5,7.58,10,10,10,7.58,0.12,0,0,2
0402,83.33,2015-04-08,7.67,7.75,7.42,7.83,7.83,7.42,10,10,10,7.42,0.11,0,0,1
0403,83.33,2014-12-12,7.75,7.58,7.67,7.58,7.58,7.58,10,10,10,7.58,0.12,0,0,6
0404,83.33,2014-07-15,7.67,7.67,7.58,7.67,7.5,7.58,10,10,10,7.67,0.12,0,0,0
0405,83.33,2014-04-07,7.67,7.67,7.42,7.67,7.67,7.67,10,10,10,7.58,0.12,0,0,3
0406,83.33,2014-02-25,7.83,7.58,7.83,7.67,7.92,8,9.33,10,9.33,7.83,0.11,0,0,1
0407,83.33,2014-02-14,7.5,7.67,7.67,7.5,7.83,7.17,10,10,10,8,0.11,0,0,3
0408,83.33,2014-01-21,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10,10,7.5,0.12,0,0,5
0409,83.33,,7.58,7.5,7.67,7.5,7.83,7.42,10,10,10,7.83,0.11,0,0,4
0410,83.33,2013-04-26,7.67,7.67,7.5,7.67,7.92,7.42,10,10,10,7.5,0.11,0,0,1
0411,83.33,2013-02-26,7.83,7.67,7.17,7.67,7.67,7.67,10,10,10,7.67,0.11,0,0,3
0412,83.33,2013-01-24,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10,10,7.83,0.1,0,0,4
0413,83.33,2012-08-29,7.75,7.67,7.33,7.5,7.5,7.75,10,10,10,7.83,0,0,0,5
0414,83.33,2012-05-30,7.5,7.67,7.67,7.58,7.67,7.58,10,10,10,7.67,0,0,0,1
0415,83.33,2011-09-20,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10,9.33,7.92,0.01,0,0,0
0416,83.33,2011-02-24,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,0,0,0,0
0417,83.25,2017-03-07,7.67,7.83,7.42,7.83,7.33,7.5,10,10,10,7.67,0.11,0,0,0
0418,83.25,2017-01-30,7.5,7.5,7.83,7.5,7.67,7.67,10,10,10,7.58,0.11,0,0,0
0419,83.25,2016-09-20,7.83,7.5,7.42,7.67,7.5,7.67,10,10,10,7.67,0.11,0,0,0
0420,83.25,2016-08-12,7.5,7.58,7.42,7.83,7.67,7.58,10,10,10,7.67,0.11,0,2,7
0421,83.25,2016-05-19,7.5,7.67,7.67,7.42,7.67,7.67,10,10,10,7.67,0.12,0,0,1
0422,83.25,2016-01-12,7.58,7.67,7.42,7.5,7.67,7.42,10,10,10,8,0.12,0,0,4
0423,83.25,2015-11-27,7.58,7.67,7.67,7.17,7.75,7.83,10,10,10,7.58,0,0,0,2
0424,83.25,2015-07-14,7.83,7.75,7.5,7.58,7.58,7.58,10,10,10,7.42,0.12,0,0,2
0425,83.25,2015-06-18,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,0.1,0,0,0
0426,83.25,,7.92,7.83,7.75,7.58,7.5,7.33,10,10,10,7.33,0.1,0,0,0
0427,83.25,2014-06-24,7.58,7.58,7.5,7.58,7.58,7.75,10,10,10,7.67,0,0,0,0
0428,83.25,2014-03-07,7.5,7.67,7.58,7.67,7.67,7.5,10,10,10,7.67,0.1,0,0,1
0429,83.25,,7.83,7.5,7.67,7.33,7.67,7.67,10,10,10,7.58,0.11,0,0,1
0430,83.25,2013-03-29,7.58,7.75,7.5,7.5,7.58,7.58,10,10,10,7.75,0.12,0,0,6
0431,83.25,2013-03-21,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,0.11,0,0,4
0432,83.25,2012-08-01,7.75,7.58,7.58,7.58,7.5,7.58,10,10,10,7.67,0.13,0,0,7
0433,83.25,2012-07-11,7.75,7.75,7.42,7.92,7.33,7.5,10,10,10,7.58,0.12,0,0,0
0434,83.25,2012-07-09,7.83,7.58,7.08,7.83,7.42,8.08,10,10,10,7.42,0.11,0,0,9
0435,83.25,,7.75,7.67,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11,0,0,1
0436,83.25,,7.67,7.58,7.58,7.42,7.83,7.58,10,10,10,7.58,0.12,0,0,1
0437,83.25,2012-02-09,7.67,7.67,7.5,7.5,7.58,7.67,10,10,10,7.67,0.11,0,0,0
0438,83.25,2011-06-14,7.92,7.75,7.25,7.42,7.83,7.58,10,10,10,7.5,0.08,0,0,0
0439,83.25,,8,7.67,7.67,7.25,7.67,7.5,10,10,10,7.5,0.13,0,0,1
0440,83.25,2011-01-17,7.92,7.75,7.5,7.42,7.42,7.67,10,10,10,7.58,0.04,0,0,1
0441,83.17,2017-10-20,7.67,7.42,7.5,7.58,7.67,7.58,10,10,10,7.75,0.11,0,0,4
0442,83.17,2017-08-24,7.58,7.58,7.33,7.67,7.75,7.58,10,10,10,7.67,0.1,0,0,1
0443,83.17,2017-06-20,7.67,7.58,7.42,7.67,7.67,7.58,10,10,10,7.58,0.12,0,0,3
0444,83.17,2017-06-16,7.92,7.5,7.5,7.58,7.67,7.5,10,10,10,7.5,0.11,0,1,0
0445,83.17,2017-05-08,7.58,7.42,7.08,7.33,7.58,8.58,10,10,10,7.58,0.07,0,0,0
0446,83.17,,7.67,7.75,7.42,7.75,7.58,7.5,10,10,10,7.5,0.11,2,2,3
0447,83.17,,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,0,1,1
0448,83.17,2016-04-06,7.5,7.67,7.33,7.67,7.67,7.67,10,10,10,7.67,0.11,0,0,0
0449,83.17,2016-04-05,7.67,7.67,7.5,7.67,7.42,7.58,10,10,10,7.67,0.1,0,0,3
0450,83.17,2016-03-29,7.5,7.5,7.33,7.67,8,7.67,10,10,10,7.5,0,0,0,0
0451,83.17,2015-10-29,7.5,7.75,7.5,7.83,7.58,7.5,10,10,10,7.5,0.11,0,0,1
0452,83.17,2015-09-29,7.92,7.67,7.42,7.75,7.5,7.5,10,10,10,7.42,0.12,0,0,3
0453,83.17,,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1,0,0,1
0454,83.17,2015-06-09,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,0.12,0,0,0
0455,83.17,2014-12-12,7.58,7.67,7.67,7.58,7.42,7.58,10,10,10,7.67,0.13,0,0,6
0456,83.17,2014-11-05,7.58,7.5,7.5,7.67,7.5,7.67,10,10,10,7.75,0,0,0,4
0457,83.17,2014-10-28,8,7.67,7.5,7.42,7.33,7.58,10,10,10,7.67,0.1,0,0,0
0458,83.17,2014-08-25,7.58,7.75,7.5,7.58,7.58,7.58,10,10,10,7.58,0.11,10,0,3
0459,83.17,2014-04-12,7.5,7.5,7.5,7.67,7.67,7.67,10,10,10,7.67,0.1,0,0,5
0460,83.17,2014-04-08,7.67,7.67,7.5,7.67,7.5,7.67,10,10,10,7.5,0.11,0,0,3
0461,83.17,2014-03-27,7.33,7.83,7.17,8.17,7.33,7.67,10,10,10,7.67,0.09,0,0,1
0462,83.17,2014-02-07,7.5,7.5,7.58,7.42,7.92,7.67,10,10,10,7.58,0.11,0,0,0
0463,83.17,2014-01-31,7.58,7.5,7.58,7.75,7.58,7.58,10,10,10,7.58,0.12,0,0,1
0464,83.17,2013-04-26,7.67,7.83,7.33,7.67,7.5,7.67,10,10,10,7.5,0.11,0,0,2
0465,83.17,2013-03-29,7.75,7.58,7.58,7.58,7.5,7.42,10,10,10,7.75,0.11,0,0,2
0466,83.17,2012-09-27,7.75,7.67,7.58,7.5,7.42,7.58,10,10,10,7.67,0.12,3,0,8
0467,83.17,2012-09-27,7.58,7.75,7.42,7.67,7.5,7.58,10,10,10,7.67,0.14,0,0,10
0468,83.17,2012-08-31,7.67,7.5,7.5,7.5,7.58,8.17,10,10,10,7.25,0.11,1,0,2
0469,83.17,2012-07-11,7.75,7.5,7.42,7.75,7.58,7.58,10,10,10,7.58,0.13,0,0,5
0470,83.17,2012-06-08,7.58,7.67,7.5,7.58,7.67,7.67,10,10,10,7.5,0.11,0,0,0
0471,83.17,2012-06-06,7.5,7.75,7.58,7.58,7.67,7.5,10,10,10,7.58,0.11,0,0,5
0472,83.17,2012-03-19,7.75,7.67,7.58,7.5,7.58,7.58,10,10,10,7.5,0.12,0,0,1
0473,83.17,2012-02-17,7.92,7.58,7.5,7.58,7.42,7.5,10,10,10,7.67,0.11,0,0,4
0474,83.17,2012-02-01,7.75,7.5,7.67,7.5,7.92,8,10,10,9.33,7.5,0,0,0,10
0475,83.17,,7.75,7.5,7.58,7.5,7.75,7.5,10,10,10,7.58,0.12,0,0,3
0476,83.17,2011-10-28,7.58,7.75,7.67,7.5,7.67,7.58,10,10,10,7.42,0.02,0,0,2
0477,83.17,,7.42,7.83,8.17,8.08,7.17,7.58,10,9.33,10,7.58,0.14,0,0,3
0478,83.17,2010-06-16,7.75,8,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,0.01,0,0,0
0479,83.08,2017-02-20,7.58,7.67,7.33,7.67,7.75,7.58,10,10,10,7.5,0,0,1,4
0480,83.08,2017-01-10,7.75,7.5,7.5,7.42,8,7.75,10,10,10,7.17,0,1,2,5
0481,83.08,2016-04-25,7.58,7.58,7.58,7.5,7.67,7.58,10,10,10,7.58,0.11,0,2,2
0482,83.08,2015-10-08,7.33,7.67,7.67,7.33,7.75,7.42,10,10,10,7.92,0,0,0,3
0483,83.08,2015-05-19,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,0,0,0,0
0484,83.08,2015-04-20,7.42,7.67,7.58,7.5,7.75,7.67,10,10,10,7.5,0.11,0,0,13
0485,83.08,2014-10-16,7.58,7.83,7.67,7.42,7.42,7.5,10,10,10,7.67,0,0,0,1
0486,83.08,2014-07-15,7.83,7.33,7.5,7.67,7.58,7.67,10,10,10,7.5,0.1,0,0,3
0487,83.08,2014-02-19,7.33,7.75,7.58,7.33,7.83,7.67,10,10,10,7.58,0.12,0,0,8
0488,83.08,2013-12-26,7.75,7.75,7.5,7.5,7.5,7.5,10,10,10,7.58,0.11,0,0,0
0489,83.08,2013-03-08,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,0.1,0,0,0
0490,83.08,2012-06-06,7.75,7.67,7.42,7.75,7.5,7.5,10,10,10,7.5,0.1,0,0,1
0491,83.08,2012-04-06,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,0,1,0,4
0492,83.08,,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,0.12,0,0,0
0493,83.08,2011-07-29,7.33,7.33,7.33,7.58,7.25,8.08,10,10,10,8.17,0.01,0,0,0
0494,83.08,,7.83,7.75,7.33,7.25,7.42,7.92,10,10,10,7.58,0.08,1,0,3
0495,83.08,2010-11-29,7.67,7.58,7.5,7.58,7.67,7.58,10,10,10,7.5,0,0,0,0
0496,83.08,2010-11-11,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10,10,7.75,0.02,0,0,1
0497,83,2017-10-20,7.58,7.5,7.5,7.75,7.67,7.5,10,10,10,7.5,0,0,0,4
