result_id,cupping_id,farm_id,roaster_id
1164,1164,0636,0585
1165,1165,0185,0162
1166,1166,0637,0586
1167,1167,0332,0308
1168,1168,0213,0002
1169,1169,0086,0076
1170,1170,0161,0587
1171,1171,0638,0588
1172,1172,0047,0002
1173,1173,0332,0308
1174,1174,0639,0589
1175,1175,0119,0105
1176,1176,0504,0063
1177,1177,0640,0590
1178,1178,0641,0591
1179,1179,0018,0592
1180,1180,0642,0593
1181,1181,0643,0594
1182,1182,0644,0595
1183,1183,0645,0596
1184,1184,0609,0560
1185,1185,0337,0314
1186,1186,0583,0534
1187,1187,0160,0145
1188,1188,0302,0273
1189,1189,0373,0002
1190,1190,0646,0597
1191,1191,0647,0598
1192,1192,0648,0599
1193,1193,0336,0313
1194,1194,0209,0184
1195,1195,0649,0600
1196,1196,0650,0601
1197,1197,0548,0232
1198,1198,0297,0002
1199,1199,0504,0063
1200,1200,0651,0602
1201,1201,0652,0603
1202,1202,0653,0604
1203,1203,0654,0605
1204,1204,0655,0606
1205,1205,0407,0373
1206,1206,0656,0607
1207,1207,0499,0608
1208,1208,0076,0002
1209,1209,0597,0549
1210,1210,0657,0609
1211,1211,0658,0610
1212,1212,0659,0611
1213,1213,0660,0612
1214,1214,0661,0613
1215,1215,0578,0529
1216,1216,0662,0002
1217,1217,0504,0063
1218,1218,0433,0614
1219,1219,0663,0615
1220,1220,0664,0616
1221,1221,0665,0002
1222,1222,0666,0435
1223,1223,0667,0617
1224,1224,0668,0618
1225,1225,0353,0328
1226,1226,0669,0619
1227,1227,0076,0002
1228,1228,0504,0063
1229,1229,0128,0112
1230,1230,0670,0620
1231,1231,0644,0595
1232,1232,0076,0002
1233,1233,0031,0002
1234,1234,0339,0621
1235,1235,0671,0622
1236,1236,0340,0317
1237,1237,0651,0602
1238,1238,0076,0002
1239,1239,0504,0063
1240,1240,0672,0623
1241,1241,0170,0152
1242,1242,0673,0624
1243,1243,0674,0002
1244,1244,0502,0465
1245,1245,0675,0625
1246,1246,0644,0595
1247,1247,0427,0389
1248,1248,0676,0626
1249,1249,0128,0112
1250,1250,0677,0627
1251,1251,0031,0002
1252,1252,0678,0628
1253,1253,0045,0629
1254,1254,0186,0164
1255,1255,0504,0063
1256,1256,0669,0630
1257,1257,0507,0467
1258,1258,0076,0069
1259,1259,0679,0631
1260,1260,0680,0632
1261,1261,0681,0633
1262,1262,0648,0599
1263,1263,0682,0418
1264,1264,0683,0634
1265,1265,0113,0100
1266,1266,0684,0418
1267,1267,0076,0002
1268,1268,0076,0069
1269,1269,0685,0635
1270,1270,0686,0636
1271,1271,0687,0637
1272,1272,0651,0602
1273,1273,0688,0599
1274,1274,0689,0002
1275,1275,0113,0100
1276,1276,0644,0261
1277,1277,0690,0601
1278,1278,0691,0638
1279,1279,0363,0639
1280,1280,0692,0640
1281,1281,0693,0641
1282,1282,0694,0642
1283,1283,0695,0558
1284,1284,0644,0261
1285,1285,0644,0418
1286,1286,0696,0643
1287,1287,0076,0002
1288,1288,0597,0549
1289,1289,0697,0413
1290,1290,0698,0644
1291,1291,0699,0645
1292,1292,0031,0002
1293,1293,0261,0002
1294,1294,0651,0602
1295,1295,0700,0435
1296,1296,0603,0002
1297,1297,0076,0002
1298,1298,0701,0646
1299,1299,0502,0465
1300,1300,0702,0647
1301,1301,0703,0648
1302,1302,0475,0435
1303,1303,0689,0002
1304,1304,0098,0086
1305,1305,0098,0086
1306,1306,0098,0086
1307,1307,0704,0649
1308,1308,0705,0650
1309,1309,0499,0608
1310,1310,0051,0044
1311,1311,0023,0022
1312,1312,0706,0651
1313,1313,0707,0652
1314,1314,0708,0653
1315,1315,0709,0654
1316,1316,0710,0655
1317,1317,0711,0656
1318,1318,0712,0653
1319,1319,0707,0652
1320,1320,0713,0657
1321,1321,0714,0658
1322,1322,0709,0659
1323,1323,0707,0657
1324,1324,0712,0653
1325,1325,0715,0660
1326,1326,0716,0661
1327,1327,0708,0662
1328,1328,0717,0653
1329,1329,0718,0109
1330,1330,0719,0663
1331,1331,0720,0664
1332,1332,0712,0653
1333,1333,0717,0653
1334,1334,0717,0656
1335,1335,0721,0665
1336,1336,0721,0665
1337,1337,0722,0666
1338,1338,0441,0002
1339,1339,0441,0002
